feature,id,X,Y
B,2501,33469692.86,3091671.928
B,2502,33468942.68,3091661.074
B,2503,33469419.01,3091528.161
C,2504,33472027.41,3091741.932
B,2505,33470570.03,3091842.074
E,2506,33474681.14,3091929.166
E,2507,33474889.72,3091712.113
B,2508,33469828.42,3091989.583
C,2509,33472433.51,3092038.79
E,2510,33477287.99,3091924.265
I,2511,33470980.78,3091893.521
C,2512,33473047,3092107.248
B,2513,33468726.99,3091869.163
C,2514,33473785.59,3092056.505
E,2515,33474265.12,3092002.459
J,2516,33478035.49,3092036.922
I,2517,33472389.74,3092178.794
C,2518,33476404.77,3092042.586
B,2519,33471364.21,3092295.426
B,2520,33469586.3,3092255.701
E,2521,33474840.59,3092240.173
C,2522,33476638.11,3092264.367
B,2523,33470527.46,3092353.303
E,2524,33477450.52,3092135.373
C,2525,33475650.2,3092108.461
I,2526,33471472.25,3092146.769
J,2527,33478169.67,3092487.583
B,2528,33473436.96,3092392.408
E,2529,33474428.81,3092421.189
C,2530,33473836.1,3092401.882
B,2531,33473287.74,3092324.642
B,2532,33472880.12,3092410.516
E,2533,33477747.2,3092352.909
I,2534,33471897.61,3092330.577
B,2535,33469008.09,3092461.065
E,2536,33476773.59,3092539.676
B,2537,33469577.98,3092563.792
C,2538,33473588.45,3092621.102
E,2539,33474413.82,3092657.294
B,2540,33470867.76,3092442.514
C,2541,33472419.75,3092606.267
E,2542,33474997.71,3092588.259
B,2543,33469058.65,3092672.512
E,2544,33476799.61,3092781.96
E,2545,33475341.07,3092426.246
B,2546,33468675.72,3092477.503
B,2547,33469486.9,3092807.816
B,2548,33470490.01,3092720.164
E,2549,33477796.81,3092784.704
C,2550,33474478.97,3092887.814
B,2551,33469412.63,3092984.494
F,2552,33475956.69,3092637.351
E,2553,33474506.01,3093126.16
C,2554,33470761.03,3093006.717
C,2555,33471634.14,3092877.388
C,2556,33471853.66,3092912.359
B,2557,33469570.54,3093138.675
C,2558,33471242.55,3093058.587
B,2559,33473323.53,3092945.879
E,2560,33475081.73,3093040.765
C,2561,33473945.99,3093004.551
E,2562,33476767.39,3093062.581
C,2563,33472107.73,3093204.7
E,2564,33477618.18,3093116.092
C,2565,33472458.94,3093273.725
B,2566,33468959.59,3093310.049
I,2567,33471500.98,3093418.899
D,2568,33474397.17,3093386.332
B,2569,33471421.82,3093539.439
B,2570,33470146.73,3093306.859
B,2571,33470855.67,3093326.419
C,2572,33469585.61,3093362.828
L,2573,33476075.97,3093238.137
C,2574,33472832.85,3093366.254
C,2575,33473417.67,3093483.205
E,2576,33475114.51,3093413.18
E,2577,33477020.96,3093484.436
E,2578,33474655.66,3093409.26
E,2579,33477843.97,3093364.79
B,2580,33469496.22,3093629.845
E,2581,33475613.29,3093304.466
I,2582,33472116.66,3093667.65
I,2583,33472446.56,3093705.432
B,2584,33468509.99,3093316.613
I,2585,33470422.37,3093601.744
C,2586,33473494.85,3093692.657
B,2587,33468773.04,3093683.556
B,2588,33471723.77,3093785.656
E,2589,33477946.76,3093737.583
C,2590,33474417.7,3093687.103
E,2591,33476286.58,3093782.713
C,2592,33469657.6,3093899.177
I,2593,33470731.38,3093783.812
C,2594,33474259.54,3093866.045
E,2595,33475139.76,3093763.025
E,2596,33477026.07,3093888.263
I,2597,33472183.61,3093872.102
E,2598,33475926.52,3093943.034
I,2599,33472408.13,3094178.053
C,2600,33474215.38,3094127.596
B,2601,33468974.35,3094012.804
C,2602,33472090.45,3094299.271
E,2603,33475572.63,3094050.906
C,2604,33470449.79,3093833.284
E,2605,33477736.04,3094138.769
C,2606,33473330.84,3094158.731
B,2607,33469553.88,3094202.462
E,2608,33474914.32,3094131.1
C,2609,33473554.1,3094092.876
E,2610,33477141.54,3094243.127
C,2611,33470876.16,3094232.724
E,2612,33476288.77,3094225.066
I,2613,33470895.21,3094506.956
C,2614,33472157.3,3094522.304
B,2615,33470807.39,3094438.064
C,2616,33474107.09,3094445.943
E,2617,33476722.24,3094331.318
B,2618,33469582.95,3094539.14
B,2619,33469095.61,3094639.215
E,2620,33475178.98,3094450.504
E,2621,33474647.35,3094552.027
B,2622,33469886.54,3094480.547
B,2623,33470341.3,3094621.872
C,2624,33471527.55,3094741.043
E,2625,33478044.9,3094942.82
E,2626,33474777.01,3094869.149
B,2627,33469505.2,3094799.43
E,2628,33477848.48,3094658.609
E,2629,33476382.04,3094591.584
C,2630,33470262.46,3094861.19
J,2631,33478299.57,3094507.514
E,2632,33477405.12,3094760.797
C,2633,33472043.09,3094885.788
E,2634,33475243.68,3094868.261
C,2635,33472561.23,3094933.051
E,2636,33476745.23,3094845.833
C,2637,33473724.15,3095031.591
C,2638,33473202.1,3095088.418
E,2639,33474615.33,3095080.667
B,2640,33469562.83,3095168.393
E,2641,33474489.33,3095274.071
B,2642,33471134.23,3095049.942
I,2643,33471344.55,3094976.31
B,2644,33471796.69,3095429.299
E,2645,33476925.75,3095107.292
E,2646,33477935.44,3095399.981
E,2647,33476202.4,3095111.387
B,2648,33473021.94,3095343.806
C,2649,33472385.22,3095293.675
B,2650,33470972.87,3095571.214
B,2651,33470728.12,3095449.935
I,2652,33471167.77,3095573.367
B,2653,33470477.39,3095351.153
E,2654,33473874.57,3095387.398
E,2655,33476998.31,3095426.567
E,2656,33474747.58,3095504.06
E,2657,33476159.08,3095552.574
C,2658,33473563.44,3095554.237
E,2659,33475294.06,3095588.313
B,2660,33470205.62,3095508.74
B,2661,33469725.61,3095582.779
B,2662,33471360.69,3095442.229
C,2663,33472509.09,3095623.052
E,2664,33474783.45,3095897.01
I,2665,33471976.74,3095369.14
I,2666,33471535.49,3095551.371
C,2667,33470824.65,3095798.987
E,2668,33478378.23,3095408.057
J,2669,33478577.95,3095748.423
E,2670,33474321.58,3095739.553
C,2671,33473134.79,3095817.234
E,2672,33476468.99,3095877.772
C,2673,33471028.4,3096004.55
E,2674,33478017.04,3095804.199
E,2675,33477044.04,3095824.656
E,2676,33477692.71,3095691.31
B,2677,33469548.36,3096012.401
B,2678,33468986.45,3096135.042
C,2679,33472532.53,3095919.377
E,2680,33477930.62,3096145.975
C,2681,33471372.91,3096157.631
J,2682,33478417.6,3096031.036
E,2683,33473882.64,3095982.232
C,2684,33473177.27,3096222.287
B,2685,33470479.65,3096160.593
C,2686,33470239.9,3096415.172
E,2687,33473836.94,3096344.548
E,2688,33474241.16,3096423.253
J,2689,33478570.25,3096396.427
E,2690,33478238.55,3096318.05
C,2691,33471573.95,3096322.056
E,2692,33476204.82,3096548.359
E,2693,33477008.86,3096357.604
B,2694,33469551.57,3096455.268
C,2695,33473252.31,3096525.375
F,2696,33472602.48,3096482.947
E,2697,33474648.4,3096528.802
I,2698,33470933.34,3096591.099
E,2699,33474996.22,3096577.173
B,2700,33470422.64,3096741.22
E,2701,33473375.77,3096748.227
C,2702,33469433.43,3096697.063
B,2703,33468700.54,3096869.294
E,2704,33477052.03,3096735.401
B,2705,33470118.94,3096906.651
E,2706,33477101.47,3097002.093
E,2707,33478223.58,3096776.347
J,2708,33478568.37,3096735.093
E,2709,33473876.15,3096798.716
E,2710,33474149.6,3096954.194
C,2711,33470952.21,3097039.222
C,2712,33471431.11,3096950.283
E,2713,33474682.77,3096947.584
C,2714,33473005.33,3096986.553
C,2715,33471724.29,3096915.056
C,2716,33472019.98,3096900.053
C,2717,33472188.55,3097070.604
C,2718,33473513.11,3097081.418
C,2719,33469139.39,3097109.257
C,2720,33470378.78,3097132.08
E,2721,33478439.4,3097194.611
E,2722,33474972.17,3097285.338
E,2723,33477347.16,3097256.427
J,2724,33478590.31,3097351.447
B,2725,33468598.14,3097323.387
C,2726,33472352.48,3097173.402
E,2727,33474437.46,3097293.529
C,2728,33469923.29,3097291.194
B,2729,33469086.92,3097360.906
C,2730,33473079.77,3097277.327
B,2731,33470278.92,3097450.596
B,2732,33470941.2,3097404.613
E,2733,33474101.3,3097489.405
C,2734,33472502.44,3097401.207
F,2735,33473083.85,3097544.614
E,2736,33477643.88,3097569.246
E,2737,33474803.73,3097648.579
B,2738,33468739.46,3097647.619
C,2739,33473587.54,3097532.8
E,2740,33478603.33,3097734.521
B,2741,33468354.76,3097815.792
C,2742,33470878.73,3097703.841
E,2743,33474561.95,3097690.329
J,2744,33474919.25,3097691.1
E,2745,33475417.95,3097887.84
E,2746,33478104.98,3097827.053
B,2747,33468473.95,3097916.372
F,2748,33473032.33,3097813.262
B,2749,33469279.4,3097590.176
E,2750,33475008.8,3097891.754
B,2751,33469672.43,3097711.078
B,2752,33472061.7,3097739.393
G,2753,33471533.23,3097879.977
E,2754,33477973.59,3098070.549
I,2755,33470318.64,3097791.155
E,2756,33473882.45,3097820.135
E,2757,33478708.85,3098027.031
A,2758,33470710.98,3098021.032
E,2759,33479368.32,3098297.391
C,2760,33472736.51,3097897.794
E,2761,33474293.94,3098024.341
C,2762,33473412.87,3098015.284
G,2763,33471936.49,3098080.498
I,2764,33471655.09,3098251.213
I,2765,33471047.03,3098121.933
B,2766,33469655.57,3098244.751
A,2767,33474770.16,3098146.31
C,2768,33473119.73,3098319.376
E,2769,33477923.85,3098415.086
E,2770,33475063.92,3098275.681
B,2771,33468809.22,3098446.454
B,2772,33470103.67,3098192.672
I,2773,33470812.38,3098468.785
E,2774,33475085.88,3098527.271
B,2775,33470607.85,3098462.21
G,2776,33472432.16,3098364.95
B,2777,33469155.42,3098594.785
F,2778,33472887.9,3098557.106
C,2779,33473742.94,3098379.725
E,2780,33474567.9,3098507.682
C,2781,33470157.27,3098660.85
E,2782,33474152.16,3098386.955
C,2783,33473522.64,3098625.726
C,2784,33473899.79,3098660.904
B,2785,33472203.05,3098771.293
E,2786,33478641.26,3098687.663
B,2787,33470675.24,3098773.217
E,2788,33475315.49,3098692.751
B,2789,33471773.96,3098882.108
E,2790,33474685.09,3098792.413
F,2791,33473899.24,3098911.244
C,2792,33469970.74,3098849.965
B,2793,33470747.46,3098963.526
C,2794,33469511.93,3099015.765
G,2795,33473045.58,3098888.454
I,2796,33470325.85,3099186.586
G,2797,33472464.43,3099061.91
G,2798,33472748.13,3099008.305
B,2799,33469164.06,3098944.862
E,2800,33474743.26,3099069.786
I,2801,33470677.84,3099177.75
F,2802,33474211.5,3099027.807
G,2803,33473177.77,3099037.807
E,2804,33475382.67,3099150.184
C,2805,33472049.95,3099105.158
I,2806,33471171.04,3099171.776
E,2807,33478577.15,3099299.571
G,2808,33473431.4,3099128.617
B,2809,33469301.68,3099376.324
C,2810,33472384.76,3099422.03
I,2811,33471182.27,3099454.915
C,2812,33471589.13,3099268.753
B,2813,33472253.11,3099543.301
F,2814,33473763.75,3099422.145
G,2815,33473486.89,3099386.533
B,2816,33472958.18,3099672.407
I,2817,33473070.67,3099542.747
E,2818,33475834.84,3099422.153
E,2819,33475582.57,3099526.763
A,2820,33475282.76,3099638.827
B,2821,33469213.4,3099615.304
B,2822,33469687.31,3099405.701
C,2823,33472235.48,3099730.318
E,2824,33474894.25,3099416.997
C,2825,33471750.12,3099875.85
E,2826,33476129.08,3099791.972
B,2827,33469896.37,3099667.58
B,2828,33471386.64,3099988.563
B,2829,33470615.09,3099570.227
C,2830,33474686.9,3099724.495
C,2831,33472715.96,3099893.671
E,2832,33478940.81,3100115.131
C,2833,33473178.09,3099923.025
B,2834,33470516.2,3099877.616
B,2835,33471218.47,3099857.153
C,2836,33473692.03,3100084.71
E,2837,33475385.47,3099877.279
C,2838,33473980.78,3099675.388
B,2839,33470829.57,3100084.098
E,2840,33475753.94,3100171.869
C,2841,33472085,3100095.142
B,2842,33470182.5,3100038.389
C,2843,33472711.2,3100191.201
C,2844,33475125.19,3100108.301
B,2845,33469481.27,3100127.078
C,2846,33472272.47,3100225.852
F,2847,33474517.86,3100203.594
C,2848,33473277.82,3100222.377
B,2849,33471063.35,3100292.694
B,2850,33471675.26,3100267.175
C,2851,33474169.95,3099955.275
E,2852,33475915.79,3100399.859
I,2853,33471393.84,3100417.401
C,2854,33472501.79,3100424.773
C,2855,33473409.59,3100485.603
B,2856,33470536.42,3100594.689
B,2857,33470698.92,3100557.384
B,2858,33469907.47,3100271.873
C,2859,33470994.68,3100589.388
C,2860,33472878.76,3100625.872
B,2861,33471555.91,3100454.956
B,2862,33470268.9,3100608.049
B,2863,33472080.4,3100618.08
E,2864,33475318.42,3100562.172
C,2865,33474301.4,3100563.695
C,2866,33474457.32,3100763.43
I,2867,33470907.52,3100881.037
I,2868,33472355.12,3100915.976
I,2869,33471253.91,3100701.241
I,2870,33472103.5,3100946.13
C,2871,33472576.56,3100795.045
I,2872,33471288.49,3101034.376
C,2873,33470634.77,3100981.758
E,2874,33476060.87,3100773.294
E,2875,33476359.52,3101037.238
E,2876,33475464.71,3100863.693
E,2877,33474982.11,3101043.968
C,2878,33474055.89,3101086.266
C,2879,33473067.87,3100926.415
F,2880,33474678.16,3100913.218
I,2881,33472135.21,3101181.706
C,2882,33473563.1,3100875.671
C,2883,33471875.72,3101232.901
C,2884,33473426.92,3101221.36
F,2885,33470054.88,3101035.591
I,2886,33471600.14,3101021.539
C,2887,33473402.16,3101371.675
E,2888,33475565.73,3101090.469
I,2889,33472502.76,3101201.183
C,2890,33470771.11,3101186.197
E,2891,33476300.31,3101386.311
B,2892,33473811.07,3101397.226
C,2893,33470402.86,3101275.232
E,2894,33476079.23,3101237.199
B,2895,33471775.71,3101443.927
B,2896,33471335.07,3101534.541
C,2897,33470723.95,3101459.98
A,2898,33471144.52,3101671.933
E,2899,33475271.05,3101406.447
B,2900,33472822.44,3101481.959
C,2901,33471089.63,3101334.836
B,2902,33471505.25,3101437.8
B,2903,33471662.63,3101673.102
F,2904,33474560.56,3101491.674
B,2905,33472663.38,3101711.423
B,2906,33473497.61,3101704.148
C,2907,33473820.5,3101614.729
F,2908,33474759.87,3101662.726
E,2909,33475961.26,3101645.905
F,2910,33474973.01,3101611.589
F,2911,33470223.53,3101476.936
B,2912,33472530.97,3101856.917
B,2913,33472111.78,3101919.98
B,2914,33472990.61,3101865.811
B,2915,33471994.81,3101625.286
B,2916,33472043.27,3101862.461
E,2917,33470078.35,3101700.438
C,2918,33470817.94,3101915.856
C,2919,33473333.33,3101878.621
C,2920,33474227.94,3102032.205
E,2921,33475534.76,3101858.523
F,2922,33470363.14,3102071.707
E,2923,33471258.3,3102070.78
F,2924,33470595.85,3101964.663
C,2925,33472635.33,3102158.131
C,2926,33472352.35,3102133.456
C,2927,33473554.31,3102197.552
E,2928,33475267.01,3102147.913
F,2929,33474758.87,3102123.251
E,2930,33476464.12,3102644.901
E,2931,33470896.59,3102222.628
F,2932,33474310.01,3102325.854
E,2933,33477965.44,3102502.091
C,2934,33472729.88,3102261.865
E,2935,33471406.69,3102386.6
J,2936,33475832.01,3102558.957
E,2937,33470245.87,3102288.346
F,2938,33471882.9,3102507.98
B,2939,33472735.92,3102516.773
E,2940,33470960.08,3102673.81
B,2941,33473110.61,3102551.241
C,2942,33474697.88,3102578.207
C,2943,33473755.18,3102612.991
C,2944,33475074.69,3102724.04
B,2945,33473229.21,3102824.424
E,2946,33475517.39,3102701.349
E,2947,33475831.24,3102818.924
F,2948,33474336.24,3102748.815
E,2949,33477026.99,3102910.127
E,2950,33471252.58,3103029.245
B,2951,33473332.28,3103012.771
E,2952,33470651.19,3103032.11
C,2953,33472426.14,3103055.009
E,2954,33477444.27,3103114.028
C,2955,33473856.02,3103073.273
C,2956,33474641.73,3103134.903
C,2957,33473032.55,3103303.927
C,2958,33473248.28,3103220.236
E,2959,33471095.55,3103329.872
E,2960,33477513.76,3103398.654
E,2961,33477783.64,3103389.802
F,2962,33471772.46,3103053.87
E,2963,33476083.75,3103113.233
C,2964,33475177.64,3103182.386
E,2965,33476595.8,3103291.363
E,2966,33476934.45,3103475.013
C,2967,33473957.91,3103450.459
C,2968,33475543.02,3103377.412
E,2969,33471204.78,3103617.275
E,2970,33476014.81,3103526.462
F,2971,33474973.14,3103450.277
F,2972,33472104.83,3103311.65
C,2973,33474611.74,3103660.75
C,2974,33471774.12,3103622.306
E,2975,33470844.72,3103856.801
E,2976,33475812.68,3103798.86
C,2977,33472839.59,3103627.197
E,2978,33476064.7,3103854.665
F,2979,33472489.67,3103656.048
C,2980,33473206.26,3103680.669
C,2981,33472293.59,3103833.864
E,2982,33476682.24,3103785.907
E,2983,33470871.07,3104057.616
E,2984,33471705.22,3103923.656
J,2985,33470480.54,3103315.656
E,2986,33477183.24,3104005.597
C,2987,33474271.78,3103907.214
E,2988,33472263.62,3104123.637
C,2989,33474608.65,3104040.108
E,2990,33475822.88,3104006.575
E,2991,33476133.12,3104121.065
A,2992,33476507.43,3104097.131
C,2993,33473617.19,3103905.412
F,2994,33472797.9,3104258.909
C,2995,33473095.17,3104171.726
F,2996,33475519.55,3104068.27
F,2997,33475171.73,3104175.706
F,2998,33474740.3,3104336.939
E,2999,33476929.51,3104491.821
C,3000,33473573.28,3104339.505
E,3001,33471432.73,3104319.033
F,3002,33472617.44,3104545.37
F,3003,33474187.43,3104307.682
E,3004,33471718.49,3104573.299
E,3005,33472204.54,3104446.198
E,3006,33475941.92,3104504.468
J,3007,33470424.49,3104637.86
C,3008,33474064.48,3104761.206
E,3009,33471552.19,3104864.749
C,3010,33473231.04,3104781.789
A,3011,33476491.72,3104971.507
E,3012,33475605.96,3104840.428
A,3013,33476149.36,3104931.372
E,3014,33475011.82,3104738.55
C,3015,33474977.54,3104929.023
F,3016,33472856.18,3104859.669
E,3017,33472313.43,3104937.789
C,3018,33473608.88,3104863.073
C,3019,33472696.78,3105214.579
C,3020,33474543.91,3105028.67
F,3021,33474229.89,3105299.983
E,3022,33471429.09,3105256.224
E,3023,33475991.97,3105565.088
E,3024,33475659.26,3105291.049
E,3025,33472112.34,3105248.006
C,3026,33473678.53,3105331.363
E,3027,33475613.64,3105595.928
L,3028,33475085.51,3105423.322
C,3029,33473125.88,3105468.437
C,3030,33474263.09,3105510.3
E,3031,33476018.93,3105762.708
E,3032,33475670.69,3105777.543
C,3033,33473747.15,3105685.257
F,3034,33472787.9,3105476.25
L,3035,33472190.23,3105664.012
F,3036,33474613.69,3105676.854
C,3037,33473087.99,3105838.106
E,3038,33471540.83,3105943.904
B,3039,33474014.78,3105952.221
E,3040,33475547.63,3105948.946
E,3041,33471278.48,3105798.39
C,3042,33473412.98,3105898.714
E,3043,33475937.61,3106171.398
A,3044,33473294.24,3106074.675
F,3045,33472948.22,3106098.357
A,3046,33473511.43,3106085.023
E,3047,33475455.76,3106100.572
E,3048,33472165.16,3106107.496
E,3049,33475285.85,3106259.465
E,3050,33471678.07,3106330.78
C,3051,33475010.25,3106186.041
C,3052,33473639.6,3106341.905
F,3053,33474814.07,3106131.327
C,3054,33474045.84,3106378.12
C,3055,33473569.64,3106608.079
F,3056,33474545.15,3106408.005
F,3057,33474304.07,3106756.513
L,3058,33474671.75,3106990.979
C,3059,33473369.12,3107004.813
C,3060,33474056.61,3107175.308
L,3061,33474821.22,3107275.76
F,3062,33474073.33,3107149.377
E,3063,33472760.04,3107188.664
C,3064,33473342.79,3107382.091
E,3065,33472603.64,3107443.978
A,3066,33473129.93,3107216.52
E,3067,33472237.18,3107525.311
C,3068,33473602.55,3107256.91
E,3069,33474942.87,3107566.498
F,3070,33474120.65,3107572.98
K,3071,33474763.4,3107564.812
E,3072,33472622.32,3107788.903
E,3073,33475090.06,3107772.672
E,3074,33475384.91,3107994.433
E,3075,33472515.5,3108032.21
E,3076,33475045.83,3108028.304
E,3077,33474590.05,3107979.306
F,3078,33473936.28,3108002.076
E,3079,33474913.76,3108299.027
C,3080,33473219.93,3108081.195
E,3081,33472468.02,3108289.462
C,3082,33473038.25,3108076.056
C,3083,33473419.5,3108124.261
F,3084,33473763.92,3108383.344
E,3085,33474308.22,3108342.133
E,3086,33474579.06,3108492.396
E,3087,33472315.26,3108623.406
E,3088,33474375.06,3108737.291
C,3089,33473177.14,3108869.821
E,3090,33472683.19,3108859.684
F,3091,33473772.59,3108926.217
E,3092,33474310.28,3108945.985
E,3093,33474212.1,3109151.012
C,3094,33473371.9,3109022.744
E,3095,33472674,3109281.887
E,3096,33474426.5,3109438.564
F,3097,33473697.73,3109407.718
E,3098,33470471.91,3110452.851
E,3099,33471209.42,3111102.025
E,3100,33470737.84,3111125.205
E,3101,33470973.2,3111942.892
E,3102,33471369.42,3112292.733
E,3103,33472947.37,3109968.043
E,3104,33471691.84,3110476.077
E,3105,33472135.32,3110449.771
E,3106,33472939.56,3110482.994
E,3107,33472845.43,3110818.023
E,3108,33471480.93,3110933.139
E,3109,33472005.94,3111121.211
E,3110,33472747.11,3111793.552
B,3111,33469552.97,3076169.102
F,3112,33473511.75,3099854.897
E,3113,33476380.37,3096227.943
E,3114,33476392.36,3096220.1
B,3115,33468970.76,3089310.424
F,3116,33461374.51,3084882.315
B,3117,33469591.9,3084830.205
E,3118,33474152.31,3082194.727
I,3119,33472619.65,3093727.201
E,3120,33475197.55,3077686.459
D,3121,33459699.21,3051608.719
D,3122,33459129.42,3051594.117
D,3123,33465280.87,3051653.579
D,3124,33464790.62,3051544.784
D,3125,33459580.64,3051994.971
D,3126,33464312.17,3051857.218
E,3127,33465264.5,3052238.801
D,3128,33463858.21,3052127.025
D,3129,33463233.07,3052195.192
D,3130,33460218.07,3052432.374
E,3131,33465250.74,3052629.09
D,3132,33462359.4,3052512.702
E,3133,33459972.81,3052547.708
E,3134,33464676.5,3052381.538
D,3135,33459642.73,3052577.418
E,3136,33464239.35,3052642.189
D,3137,33461742.27,3052529.148
D,3138,33460299.98,3052975.736
D,3139,33462941.9,3052672.243
E,3140,33462539.29,3052960.95
E,3141,33463487.29,3052879.165
E,3142,33463854.6,3052788.33
E,3143,33465674.79,3053027.884
D,3144,33459564.1,3052748.009
E,3145,33464471.57,3053149.231
E,3146,33465036.52,3053095.117
E,3147,33460423.16,3053317.527
D,3148,33463947.31,3053507.495
D,3149,33460318.91,3053494.823
D,3150,33463100.63,3053469.075
E,3151,33464412.77,3053798.955
E,3152,33465816.9,3053507.032
E,3153,33465143.03,3053608.092
D,3154,33459071.64,3053858.668
E,3155,33466015.73,3053799.142
E,3156,33462962.75,3053989.98
E,3157,33463611.31,3053966.756
D,3158,33460361.21,3053956.139
E,3159,33467372.85,3054191.126
E,3160,33466682.54,3054241.529
D,3161,33459618.11,3054410.962
D,3162,33460112.5,3054254.344
E,3163,33464735.73,3054199.927
E,3164,33466324.59,3054158.314
E,3165,33464329.65,3054233.126
E,3166,33465902.14,3054272.9
L,3167,33459042.21,3054213.141
E,3168,33464030.59,3054476.337
D,3169,33459481.02,3053995.306
E,3170,33465262.01,3054201.552
L,3171,33467068.23,3054561.244
E,3172,33465466.19,3054525.697
D,3173,33458688.84,3054729.678
E,3174,33466367.94,3054774.311
E,3175,33467577.01,3054755.349
E,3176,33468005.97,3054839.965
E,3177,33465719.55,3054925.109
E,3178,33464682.23,3054823.873
E,3179,33459852.71,3054878.755
E,3180,33466882.16,3055045.198
E,3181,33464015.67,3054998.529
E,3182,33459581.21,3055288.248
L,3183,33459267.06,3054940.727
E,3184,33463475.46,3055098.362
E,3185,33464528.04,3055342.668
E,3186,33465158.49,3055264.857
E,3187,33467454.42,3055282.312
E,3188,33468084.78,3055332.227
E,3189,33466101.28,3055283.335
E,3190,33460746.33,3055699.475
E,3191,33466914.43,3055413.406
E,3192,33468057.35,3055723.74
E,3193,33468796.2,3055568.576
E,3194,33464105.82,3055664.406
D,3195,33458555.29,3055422.529
E,3196,33468549.43,3055647.988
E,3197,33459346.48,3055676.231
E,3198,33462775.34,3055393.626
E,3199,33465484.11,3055769.733
E,3200,33464821.65,3055831.432
D,3201,33458811.33,3055877.33
E,3202,33466189.88,3055732.221
L,3203,33459990.58,3055929.975
L,3204,33460368.79,3055908.236
E,3205,33467686.31,3056015.727
E,3206,33463217.59,3055717.992
E,3207,33468967.11,3056126.045
E,3208,33464871.32,3056140.914
E,3209,33459588.3,3055978.123
E,3210,33467099.91,3055865.374
E,3211,33466556.22,3056057.286
D,3212,33458117.79,3056042.439
E,3213,33460610.51,3056206.789
E,3214,33463523.03,3055908.301
C,3215,33466200.44,3056317.703
E,3216,33464848.57,3056374.864
E,3217,33459661.58,3056393.571
E,3218,33469020.52,3056430.56
E,3219,33467809.21,3056335.147
E,3220,33462777.3,3056395.603
D,3221,33458295.31,3056477.895
E,3222,33468425.51,3056284.841
E,3223,33463707.53,3056297.815
E,3224,33468067.65,3056593.53
C,3225,33467359.16,3056603.482
L,3226,33458669.23,3056474.867
D,3227,33459057.41,3056512.431
E,3228,33462788.47,3056657.778
E,3229,33459880.66,3056624.15
E,3230,33469394.69,3056642.013
C,3231,33466074.79,3056614.499
E,3232,33465510.65,3056707.673
C,3233,33459249.95,3056340.249
E,3234,33461511.2,3056495.477
C,3235,33466791.24,3056665.351
D,3236,33457751.95,3056775.672
E,3237,33460194.91,3056678.135
L,3238,33458906.06,3056915.503
E,3239,33463725.79,3056830.552
C,3240,33467095.63,3056485.707
E,3241,33468675.57,3056859.277
E,3242,33461244.91,3056385.226
E,3243,33464610.64,3056812.18
E,3244,33461819.4,3056880.439
E,3245,33462094.47,3056678.912
E,3246,33468942.72,3057119.777
D,3247,33458190.48,3057028.746
E,3248,33460719.49,3056706.554
C,3249,33467498.4,3057061.758
E,3250,33466054.66,3057198.901
C,3251,33467965.17,3057081.078
E,3252,33463195.34,3057160.899
E,3253,33460879.9,3056994.478
E,3254,33465677.03,3057358.892
E,3255,33465012.19,3057156.493
E,3256,33469671.78,3057006.5
E,3257,33463852.07,3057273.922
L,3258,33459709.3,3057289.267
L,3259,33460007.34,3057422.194
C,3260,33468079.08,3057297.916
E,3261,33464359.6,3057234.15
L,3262,33459151.27,3057355.005
D,3263,33457652.38,3057473.896
E,3264,33462778.71,3057191.73
E,3265,33469964.09,3057455.793
E,3266,33464208.37,3057573.085
C,3267,33467031.41,3057256.823
C,3268,33468038.76,3057713.979
E,3269,33462890.79,3057667.267
E,3270,33462002.77,3057518.036
A,3271,33469207.87,3057462.471
D,3272,33458259.02,3057619.581
E,3273,33461380.27,3057407.92
G,3274,33463327.76,3057865.392
E,3275,33460264.64,3057418.277
D,3276,33458638.38,3057449.347
E,3277,33462438.64,3057583.395
C,3278,33467595.17,3057892.606
G,3279,33464004.07,3057887.057
C,3280,33468753.2,3057701.084
E,3281,33461959.98,3057890.112
D,3282,33457482.15,3057988.387
E,3283,33460053.59,3057927.277
E,3284,33460549.85,3057897.038
G,3285,33465493.27,3057859.722
G,3286,33465116.74,3057851.316
D,3287,33458183.02,3058094.884
C,3288,33466285.59,3057923.655
C,3289,33469401.55,3057980.901
L,3290,33459345.74,3057924.041
C,3291,33467417.42,3058181.855
G,3292,33462794.33,3058221.65
C,3293,33465743.49,3057954.646
C,3294,33469879.15,3058144.868
C,3295,33466062.86,3058190.418
E,3296,33460858.14,3057906.38
C,3297,33466698.36,3058014.904
E,3298,33461078.56,3057767.946
E,3299,33461439.7,3058088.28
G,3300,33463911.02,3058269.394
D,3301,33459007.11,3058188.4
G,3302,33464672.23,3058129.663
E,3303,33459754.02,3058230.932
G,3304,33464995.1,3058181.522
C,3305,33468650.49,3058192.646
E,3306,33462449.03,3058475.204
C,3308,33468503.09,3058393.844
D,3309,33458609.05,3058537.533
E,3310,33463267.69,3058571.132
I,3311,33469686.83,3058575.424
E,3312,33460152.03,3058574.92
E,3313,33461765.23,3058557.462
B,3314,33468778.21,3058608.334
E,3315,33458390.34,3058738.221
B,3316,33469047.81,3058818.227
D,3317,33457454.96,3058671.455
E,3318,33460729.05,3058649.134
I,3319,33468188.93,3058484.377
G,3320,33464293.08,3058601.929
E,3321,33461242.68,3058825.176
I,3322,33470421.46,3058718.098
C,3323,33466464.56,3058654.666
D,3324,33458294.53,3058997.454
